Original Image Patch,Binary Mask Image Patch
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch147.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch147.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch683.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch683.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch79.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch79.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch27.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch27.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch60.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch60.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch293.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch293.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch149.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch149.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch17.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch17.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch71.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch71.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch116.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch116.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch98.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch98.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch152.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch152.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch168.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch168.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch250.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch250.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch156.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch156.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch195.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch195.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch131.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch131.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch82.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch82.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch241.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch241.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch44.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch44.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch238.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch238.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch88.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch88.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch227.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch227.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch37.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch37.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch250.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch250.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch13.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch13.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch224.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch224.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch266.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch266.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch16.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch16.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch27.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch27.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch16.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch16.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch168.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch168.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch147.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch147.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch38.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch38.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch18.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch18.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch45.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch45.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch269.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch269.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch443.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch443.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch1.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch1.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch167.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch167.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch245.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch245.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch126.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch126.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch323.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch323.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch180.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch180.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch139.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch139.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch80.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch80.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch56.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch56.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch55.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch55.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch37.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch37.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch56.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch56.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch165.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch165.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch265.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch265.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch445.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch445.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch88.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch88.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch155.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch155.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch235.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch235.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch403.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch403.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch30.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch30.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch315.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch315.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch172.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch172.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch223.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch223.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch112.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch112.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch291.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch291.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch50.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch50.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch140.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch140.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch186.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch186.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch36.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch36.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch6.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch6.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch22.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch22.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch11.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch11.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch176.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch176.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch276.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch276.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch8.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch8.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch73.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch73.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch181.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch181.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch20.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch20.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch154.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch154.png
C:/Users/User/Desktop/Edges/patched_images\DSC00888_original_patch44.png,C:/Users/User/Desktop/Edges/patched_images\DSC00888_binarymask_patch44.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch402.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch402.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch132.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch132.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch354.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch354.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch91.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch91.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch181.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch181.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch73.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch73.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch64.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch64.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch215.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch215.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch209.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch209.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch9.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch9.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch104.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch104.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch37.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch37.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch178.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch178.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch188.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch188.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch69.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch69.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch235.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch235.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch98.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch98.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch157.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch157.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch241.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch241.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch174.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch174.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch12.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch12.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch201.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch201.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch316.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch316.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch10.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch10.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch182.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch182.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch155.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch155.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0420_original_patch35.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0420_binarymask_patch35.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch247.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch247.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch281.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch281.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch3.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch3.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch97.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch97.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch67.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch67.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch288.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch288.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch247.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch247.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch269.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch269.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch56.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch56.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch62.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch62.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch265.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch265.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch70.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch70.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch44.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch44.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch54.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch54.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch119.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch119.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch114.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch114.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch151.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch151.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch34.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch34.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch78.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch78.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch185.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch185.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch329.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch329.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch14.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch14.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch47.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch47.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch200.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch200.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch205.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch205.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch169.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch169.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch1.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch1.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch24.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch24.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch51.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch51.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch91.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch91.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch183.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch183.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch19.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch19.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch187.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch187.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch127.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch127.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch115.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch115.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch209.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch209.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch281.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch281.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch148.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch148.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch57.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch57.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch117.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch117.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch89.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch89.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch227.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch227.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch228.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch228.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch175.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch175.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch386.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch386.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch60.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch60.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch27.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch27.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch169.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch169.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0366_original_patch78.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0366_binarymask_patch78.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch60.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch60.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch140.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch140.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch197.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch197.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch98.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch98.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch136.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch136.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch235.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch235.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch271.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch271.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch6.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch6.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch477.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch477.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch105.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch105.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch198.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch198.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch240.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch240.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch277.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch277.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch243.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch243.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch70.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch70.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch101.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch101.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch179.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch179.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch90.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch90.png
